data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
9204511,356,IND110431,110431,25 April 2022,2022,1,Protests,Protest with intervention,Protesters (India),AAP: Aam Aadmi Party,6,Police Forces of India (2014-),,1,16,South Asia,India,Gujarat,Gandhinagar,Gandhinagar,Gandhinagar,23.2166,72.6833,1,Indian Express,National,"On 25 April 2022, AAP members staged a protest in Gandhinagar city (Gandhinagar, Gujarat), against the decision to approve a 5% fee hike in private schools on a yearly basis. Police forces detained at least 8 AAP members and stopped them from marching towards the Gujarat state legislature building. [size=no report]",0,1652192379,IND
9204619,356,IND110060,110060,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Jammu and Kashmir,Baramulla,Sopore,Sopore,34.2867,74.4723,2,Northlines,Subnational,"On 25 April 2022, residents held a protest at Sopore area (Baramulla district, J&K) over irregular power cuts in the area. [size=no report]",0,1652192379,IND
9204710,356,IND110301,110301,25 April 2022,2022,2,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,South Asia,India,Punjab,Mansa,Mansa,Mansa,29.988,75.4016,2,Pioneer (India),National,"Around 25 April 2022 (week of), farmers staged a protest, in Mansa town (Mansa district, Punjab), against power shortage in the state. [size=no report]",0,1652192379,IND
9204796,356,IND110216,110216,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Tribal Group (India),6,,,0,60,South Asia,India,Jharkhand,Ranchi,Nagri,Ranchi,23.3432,85.3094,2,Telegraph (India),National,"On 25 April 2022, more than 400 tribals staged a 'dharna' (sit-in protest) outside the Governor's residence in Ranchi city (Ranchi, Jharkhand), following a 175 km protest march from Latehar to Ranchi over 4 days, demanding cancellation of the Netarhat Field Firing Range pilot project notification. [size=more than 400]",0,1652192379,IND
9204802,356,IND110454,110454,25 April 2022,2022,1,Riots,Violent demonstration,Rioters (India),INC: Indian National Congress,5,Rioters (India),CPI(M): Communist Party of India (Marxist),5,55,South Asia,India,Kerala,Kannur,Kannur,Nadal,11.8183,75.4279,1,The Hindu,National,"On 25 April 2022, members of CPI(M) and Congress clashed with each other at Nadal village (Kannur district, Kerala) during Congress's demonstration against installation of survey stones for the SilverLine semi-high-speed rail project. [size=no report]",0,1652192379,IND
9204822,356,IND109992,109992,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),BJP: Bharatiya Janata Party,6,,,0,60,South Asia,India,Tamil Nadu,Coimbatore,Coimbatore South,Coimbatore,11.0055,76.9661,1,The Hindu,National,"On 25 April 2022, around 400 members of Bharatiya Janata Party staged a protest in front of the Collectorate in Coimbatore city (Coimbatore district, Tamil Nadu) against the removal of Prime Minister's photograph in Vellalore town panchayat office a few days ago. [size=around 400]",0,1652192380,IND
9204829,356,IND110007,110007,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India); Government of India (2014-); Former Government of India (2014-); CPI: Communist Party of India,6,,,0,60,South Asia,India,Tamil Nadu,Erode,Sathyamangalam,Sathyamangalam,11.5052,77.2382,1,The Hindu,National,"On 25 April 2022, over 4000 workers and members of Tamil Manila Vivasaya Tholilalar Sangam (Tamil State Agricultural Workers Union) led by former MLA and a current MP of CPI staged a protest in Sathyamangalam town (Erode district, Tamil Nadu) demanding the central government to increase the wages under the Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGS) and not increase the working hours. [size=over 4000]",0,1652192380,IND
9204831,356,IND110011,110011,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Tamil Nadu,Salem,Salem,Salem,11.6511,78.1586,1,The Hindu,National,"On 25 April 2022, villagers from Danishpet village staged a protest at the Collectorate in Salem city (Salem district, Tamil Nadu) demanding land patta (a record of rights) and power connection. [size=no report]",0,1652192380,IND
9204853,356,IND110280,110280,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),AAP: Aam Aadmi Party,6,,,0,60,South Asia,India,Haryana,Ambala,Ambala,Ambala,30.3609,76.7978,1,Times of India,National,"On 25 April 2022, AAP members staged a protest, in Ambala town (Ambala district, Haryana), accusing the BJP government for a multi-crore scams in development of a war memorial. [size=no report]",0,1652192380,IND
9204899,356,IND110189,110189,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Tribal Group (India),6,,,0,60,South Asia,India,Chhattisgarh,Bijapur,Bijapur,Bijapur,18.7939,80.8159,2,Times of India,National,"On 25 April 2022, tribals began a 'dharna' (sit-in protest) near Bodkel village on the Bijapur-Sukma district border (coded as Bijapur, Chhattisgarh), demanding an investigation into a suspected 'drone attack' on Naxal-Maoist rebels in their area on the intervening night of April 14 and 15. Police forces have denied reports of a drone attack. [size=no report]",0,1652192380,IND
9204925,356,IND110328,110328,25 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Punjab,Ludhiana,Ludhiana East,Sahnewal,30.8448,75.9758,1,Times of India,National,"On 25 April 2022, JCB and tipper owners staged a protest, in Sahnewal town (Ludhiana East, Ludhiana district, Punjab), against the ban by the government over sand mining. [size=no report]",0,1652192380,IND
9204968,356,IND109953,109953,25 April 2022,2022,1,Riots,Mob violence,Rioters (India),,5,Civilians (India),Tribal Group (India),7,57,South Asia,India,Karnataka,Dakshina Kannada,Mangaluru,Mangaluru,12.9172,74.856,1,United News of India,National,"On 25 April 2022, people assaulted and stripped a tribal woman and her family members in Mangaluru (Dakshina Kannada district, Karnataka) while opposing the stay of the victims in a shelter on land granted by the state government. [size=no report]",0,1652192380,IND
9203902,356,IND110238,110238,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),CPI: Communist Party of India,6,,,0,60,South Asia,India,Manipur,Imphal East,Sawombung,Nongada,24.8756,94.0672,1,E-Pao; Sangai Express,Subnational,"On 24 April 2022, members of Communist Part of India, Manipur State Council, staged a demonstration at their branch office in Nongada (Imphal East, Manipur) against the rise in prices of fuel and essential commodities. [size=no report]",0,1652192377,IND
9203903,356,IND110239,110239,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),CPI: Communist Party of India,6,,,0,60,South Asia,India,Manipur,Imphal East,Porompat,Kshetrigao,24.7676,93.9636,2,E-Pao; Sangai Express,Subnational,"On 24 April 2022, members of Manipur State Council, Communist Party of India staged a demonstration in Machahal Khul in Kshetrigao assembly constituency (Imphal East, Manipur) against the rise in prices of fuel and essential commodities. [size=no report]",0,1652192377,IND
9203904,356,IND110240,110240,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),CPI: Communist Party of India,6,,,0,60,South Asia,India,Manipur,Thoubal,Thoubal,Thoubal,24.6451,93.9955,1,E-Pao; Sangai Express,Subnational,"On 24 April 2022, members of Manipur State Council, Communist Party of India staged a demonstration at their branch office in Thoubal (Thoubal, Manipur) against the rise in prices of fuel and essential commodities. [size=no report]",0,1652192377,IND
9203905,356,IND110241,110241,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),CPI: Communist Party of India,6,,,0,60,South Asia,India,Manipur,Imphal West,Wangoi,Yumnam Huidrom,24.6609,93.9038,1,E-Pao; Sangai Express,Subnational,"On 24 April 2022, members of Manipur State Council, Communist Party of India staged a demonstration in Yumnam Huidrom (Imphal West, Manipur) against the rise in prices of fuel and essential commodities. [size=no report]",0,1652192377,IND
9203907,356,IND110250,110250,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Manipur,Imphal West,Lamphelpat,Imphal,24.7908,93.9302,1,E-Pao; Sangai Express,Subnational,"On 24 April 2022, members of the All Manipur GMT (Grow Manipur Team) Investors' Welfare Association (a private finance company) staged a demonstration at Kwakeithel in Imphal city (Imphal West, Manipur) demanding the arrest of GMT founder and his associates who are suspected of absconding with investors money. [size=no report]",0,1652192377,IND
9203913,356,IND110279,110279,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),AAP: Aam Aadmi Party,6,,,0,60,South Asia,India,Delhi,New Delhi,,Delhi - New Delhi,28.6321,77.2244,2,Indian Express; Times of India,National,"On 24 April 2022, AAP members staged a protest, in all 272 municipal wards of Delhi - New Delhi, against extortion and forced demolition campaigns of the BJP government. [size=no report]",0,1652192377,IND
9203921,356,IND110311,110311,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Hindu Group (India); Muslim Group (India),6,,,0,60,South Asia,India,Delhi,North Delhi,Model Town,Delhi-Jahangirpuri,28.7313,77.1677,1,Indian Express; Asian News International,National,"On 24 April 2022, members of Hindu and Muslim groups staged a protest and started a peace march, in Delhi-Jahangirpuri, Model Town, North Delhi, demanding communal harmony after the clashes last week. [size=no report]",0,1652192377,IND
9203924,356,IND110316,110316,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress; AAP: Aam Aadmi Party; Labour Group (India),6,,,0,60,South Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,Hindustan Times; Chandigarh Tribune,National,"On 24 April 2022, INC, AAP members and locals staged a protest, in Khuda Jassu and Khuda Lahora area of Chandigarh city, against a forced demolition drive by the Municipal Corporation. A group of shopkeepers staged a separate protest, in Shastri Market in Chandigarh city, against the anti-encroachment drive. [size=no report]",0,1652192377,IND
9204149,356,IND110298,110298,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Dalit Caste Group (India),6,,,0,60,South Asia,India,Punjab,Fazilka,Abohar,Khuian Sarwa,30.1113,74.0638,1,Chandigarh Tribune,National,"On 24 April 2022, hundreds of Dalit members staged a protest, in Khuian Sarwa town (Abohar, Fazilka district, Punjab), demanding action in a case of assault on a Dalit person. [size=hundreds]",0,1652192378,IND
9204176,356,IND110317,110317,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),IYC: Indian Youth Congress,6,,,0,60,South Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,Chandigarh Tribune,National,"On 24 April 2022, IYC members staged a protest, in Chandigarh city, against recent incidents of communal violence across the country. [size=no report]",0,1652192378,IND
9204393,356,IND110058,110058,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Jammu and Kashmir,Kupwara,Kupwara,Kupwara,34.5258,74.2548,1,Greater Kashmir,Subnational,"On 24 April 2022, family members of a deceased person held a protest at Kupwara city (J&K) over absence of doctors at the hospital leading to a woman's death. [size=no report]",0,1652192379,IND
9204401,356,IND110070,110070,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Pandit Caste Group (India); Kashmiri Communal Group (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Greater Kashmir,Subnational,"On 24 April 2022, at least 200 Kashmiri Pandit community members held a sit-in protest at Jammu city (J&K) to demand formation of a commission to investigate the exodus of the community from J&K. [size=at least 200]",0,1652192379,IND
9204437,356,IND110341,110341,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Haryana,Karnal,Karnal,Karnal,29.6919,76.9844,1,Hindustan Times,National,"On 24 April 2022, kin of student who died by falling from a rooftop, staged a protest, in Karnal town (Karnal district, Haryana), demanding a police investigation. [size=no report]",0,1652192379,IND
9204497,356,IND110461,110461,24 April 2022,2022,1,Riots,Violent demonstration,Rioters (India),CPI(M): Communist Party of India (Marxist); Students (India); Former Government of India (2014-),5,Police Forces of India (2014-),,1,15,South Asia,India,West Bengal,Bankura,Raipur,Raipur,22.7978,86.949,1,India Today,National,"On 24 April 2022, locals and students led by CPI (M) leaders including former elected state representatives held a demonstration and attempted to force their way into a police station at Raipur city (Bankura district, WB) over the sexual assault of a minor girl and demanded justice. [size=no report]",0,1652192379,IND
9204500,356,IND110321,110321,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Punjab,Faridkot,Faridkot,Sandhwan,30.6113,74.8025,1,Indian Express,National,"On 24 April 2022, make-shift cart owners staged a protest, in Sandhwan village (Faridkot district, Punjab), against the government's ban and fines on their carts and vends. [size=no report]",0,1652192379,IND
9204811,356,IND110002,110002,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Kerala,Kozhikode,Kozhikode,Kozhikode,11.248,75.7804,1,The Hindu,National,"On 24 April 2022, a section of electric autorickshaw drivers staged a protest in front of the Kasaba police station in Kozhikode city (Kozhikode district, Kerala) claiming that they were facing threats on the road from diesel and petrol-powered autorickshaw drivers. [size=no report]",0,1652192380,IND
9204839,356,IND110001,110001,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Telangana,Yadadri Bhuvanagiri,Yadagirigutta,Yadagirigutta,17.5888,78.9453,1,The Hindu,National,"On 24 April 2022, over 300 auto drivers and their family members staged a protest in Yadagirigutta town (Telangana district, India) against the Sri Lakshmi Narasimha Swamy Temple's policy to not allow their vehicles to ferry devotees. [size=over 300]",0,1652192380,IND
9204864,356,IND110429,110429,24 April 2022,2022,1,Protests,Protest with intervention,Protesters (India),Farmers (India),6,Police Forces of India (2014-),,1,16,South Asia,India,Chhattisgarh,Raipur,Arang,Naya Raipur,21.161,81.7864,1,Times of India,National,"On 24 April 2022, police personnel dispersed protesting farmers, dismantled their tents, cleared the protest premises and detained protesters in Naya Raipur city (Raipur, Chhattisgarh) on the 113th day of the farmers' protest demanding adequate compensation for land acquired for the Naya Raipur new state capital project. [size=no report]",0,1652192380,IND
9204890,356,IND110188,110188,24 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Bihar,Patna,Sampatchak,Patna,25.5941,85.1356,1,Times of India,National,"On 24 April 2022, Group B and C employees of the Patna Meteorological Centre staged a protest in Patna city (Patna, Bihar), demanding promotion and provision of other facilities to meteorological staff. [size=no report]",0,1652192380,IND
9204974,356,IND110421,110421,24 April 2022,2022,1,Protests,Protest with intervention,Protesters (India),INC: Indian National Congress; VCK: Viduthalai Chiruthaigal Katchi; TPDK: Thanthai Periyar Dravidar Kazhagam; CPI: Communist Party of India; CPI(M): Communist Party of India (Marxist); Former Government of India (2014-),6,Police Forces of India (2014-),,1,16,South Asia,India,Puducherry,Puducherry,Puducherry,Puducherry,11.9338,79.8297,1,United News of India,National,"On 24 April 2022, members of CPI, CPI (M), Congress, Viduthalai Chiruthaigal Katchi (VCK), and former Chief Minister staged a black flag protest at Puducherry city (Puducherry, PD) against the visit of Union Home Minister for his statement that Hindi language will be made compulsory in all states. Members of TPDK also staged a protest and tried to burn the effigy of the Home Minister but 123 members were arrested by the police. [size=no report]",0,1652192380,IND
9203899,356,IND110187,110187,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Odisha,Khordha,Bhubaneswar,Bhubaneswar,20.2724,85.8338,1,Orissa TV; Times of India,Subnational-National,"On 23 April 2022, members of a citizens group staged a protest at the Lower PMG in Bhubaneswar city (Khordha, Odisha), against unscheduled power cuts and demanded a reduction in electricity tariffs. [size=no report]",0,1652192377,IND
9203912,356,IND110278,110278,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),AAP: Aam Aadmi Party,6,,,0,60,South Asia,India,Delhi,New Delhi,,Delhi - New Delhi,28.6321,77.2244,1,Deccan Herald; Times of India; Hindustan Times; Pioneer (India),National,"On 23 April 2022, AAP members staged a protest, in Srinivaspuri temple in Delhi - New Delhi, against the BJP government for demanding the demolition of a temple on government land. [size=no report]",0,1652192377,IND
9203917,356,IND110304,110304,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Health Workers (India),6,,,0,60,South Asia,India,Delhi,New Delhi,,Delhi - New Delhi,28.6321,77.2244,1,Hindustan Times; Live Mint,National,"On 23 April 2022, nurses and health workers of the All India Institute of Medical Sciences staged a protest, in Delhi - New Delhi, against shortage of staff in the nursing department. [size=no report]",0,1652192377,IND
9203918,356,IND110305,110305,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Health Workers (India); Labour Group (India),6,,,0,60,South Asia,India,Haryana,Ambala,Ambala,Ambala,30.3609,76.7978,1,Times of India; Indian Express,National,"On 23 April 2022, health workers and unemployed youth staged a protest, in Ambala town (Ambala district, Haryana), demanding recruitment and extension of contracts given during the coronavirus pandemic. [size=no report]",0,1652192377,IND
9203927,356,IND110334,110334,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,South Asia,India,Haryana,Karnal,Karnal,Karnal,29.6919,76.9844,1,Chandigarh Tribune; Hindustan Times,National,"On 23 April 2022, interns and students of Kalpana Chawla Medical College and Hospital, staged a protest, in Karnal town (Karnal district, Haryana), against misbehaviour by health workers and medical staff. [size=no report]",0,1652192377,IND
9203937,356,IND110438,110438,23 April 2022,2022,1,Protests,Protest with intervention,Protesters (India),Shiv Sena,6,Police Forces of India (2014-),,1,16,South Asia,India,Maharashtra,Mumbai Suburban,Mumbai Suburban,Mumbai,19.0728,72.8826,1,Times of India; Indian Express,National,"On 23 April 2022, hundreds of Shiv Sena members staged a protest and surrounded the residence of an independent legislator couple in Mumbai city (Mumbai Suburban, Maharashtra), demanding their apology for 'seeking to create communal tension by threatening to recite the Hanuman Chalisa' (Hindu religious chant) outside the Maharashtra Chief Minister's residence. The protesters tried to forcibly enter the building premises but were stopped by police forces. [size=hundreds]",0,1652192377,IND
9203943,356,IND110469,110469,23 April 2022,2022,1,Riots,Violent demonstration,Rioters (India),,5,Civilians (India),Government of India (2014-),7,57,South Asia,India,Odisha,Mayurbhanj,Koliana,Badanuagaon,22.0399,86.6283,2,Times of India; New Indian Express,Subnational-National,"On 23 April 2022, hundreds of villagers threw stones at the vehicle of the district Collector near Badanuagaon village (Mayurbhanj, Odisha), during a demonstration along the National Highway 18 against the shifting of the panchayat (village level, local self-government body) office from Bhagabanpur to Badanuagaon village. [size=hundreds]",0,1652192377,IND
9204041,356,IND110057,110057,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Udhampur,Udhampur,Udhampur,32.9243,75.1357,2,Amar Ujala,National,"On 23 April 2022, locals led by traders union head held a protest at Ron Domel area in Udhampur district (J&K) over power shortage and low voltage supply in their area. [size=no report]",0,1652192378,IND
9204065,356,IND110348,110348,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Uttar Pradesh,Ghaziabad,Ghaziabad,Ghaziabad,28.6653,77.4391,1,Amar Ujala,Subnational,"On 23 April 2022, kin of a 10 year old school boy killed in an accident, staged a protest, in Ghaziabad city (Ghaziabad district, UP), demanding police action against the accused who caused the accident. [size=no report]",0,1652192378,IND
9204171,356,IND110315,110315,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,,,0,60,South Asia,India,Himachal Pradesh,Kangra,Shahpur,Shahpur,32.2196,76.1727,1,Chandigarh Tribune,National,"On 23 April 2022, INC members, staged a protest, in Shahpur town (Kangra district, HP), against rising fuel prices. [size=no report]",0,1652192378,IND
9204199,356,IND110067,110067,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),AIBCF: All India Backward Classes Federation; Other Backward Class Group (India); Rajput Caste Group (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Daily Excelsior,Subnational,"On 23 April 2022, OBC members from various organizations led by AIBCF and Rajput caste members held a protest at Jammu city (J&K) against the BJP led government to demand 27% reservation for the community in J&K government jobs and local bodies and caste based census. [size=no report]",0,1652192378,IND
9204335,356,IND110055,110055,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,2,Early Times (India),Subnational,"On 23 April 2022, scores of residents held a protest at Nau Gran area in Jammu district (J&K) to demand construction of an underpass to allow road access to their village as the construction of a ring road has impeded access. [size=scores]",0,1652192378,IND
9204336,356,IND110180,110180,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Health Workers (India),6,,,0,60,South Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Early Times (India),Subnational,"On 23 April 2022, youths (assumed health workers) engaged under the national health mission held a protest at Jammu city (J&K) against the government's decision to disengage their services. [size=no report]",0,1652192378,IND
9204399,356,IND110056,110056,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Jammu and Kashmir,Srinagar,Srinagar North,Nowhatta,34.1004,74.8197,1,Greater Kashmir,Subnational,"On 23 April 2022, scores of residents held a protest at Nowhatta town (Srinagar district, J&K) over unscheduled power cuts in their area. [size=scores]",0,1652192379,IND
9204496,356,IND110247,110247,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Women (India); MP: Women Torch Bearers,6,,,0,60,South Asia,India,Manipur,Thoubal,Lilong,Waithou Chiru,24.6796,93.9714,1,Imphal Free Press,Subnational,"On 23 April 2022, local Meira Paibis (women torch bearers) staged a demonstration in Waithou Chiru (Thoubal, Manipur) against the IED explosion in the populated area on 23 April. [size=no report]",0,1652192379,IND
9204504,356,IND110186,110186,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Shiv Sena,6,,,0,60,South Asia,India,Maharashtra,Mumbai Suburban,Mumbai Suburban,Mumbai - Bandra,19.0666,72.8333,1,Indian Express,National,"On 23 April 2022, Shiv Sena members staged a protest outside the residence of the Maharashtra Chief Minister in Mumbai - Bandra city (Mumbai Suburban, Maharashtra), against an independent legislator couple's threats to recite the 'Hanuman Chalisa' (Hindu religious chant) outside the Chief Minister's house. [size=no report]",0,1652192379,IND
9204505,356,IND110465,110465,23 April 2022,2022,1,Riots,Violent demonstration,Rioters (India),Shiv Sena,5,Civilians (India),BJP: Bharatiya Janata Party,7,57,South Asia,India,Maharashtra,Mumbai Suburban,Mumbai Suburban,Mumbai,19.0728,72.8826,1,Indian Express,National,"On 23 April 2022, around 100 Shiv Sena members threw stones and slippers at the vehicle of a BJP leader outside Khar police station in Mumbai city (Mumbai Suburban), over political rivalry related to the arrest of an independent legislator couple, for threatening to recite the 'Hanuman Chalisa' (Hindu religious chant) outside the Maharashtra Chief Minister's residence. [size=around 100]",0,1652192379,IND
9204832,356,IND110008,110008,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,South Asia,India,Tamil Nadu,Chennai,Chennai,Chennai,13.0878,80.2784,1,The Hindu,National,"On 23 April 2022, members of Association of University Teachers (AUT) staged a protest in Chennai city (Chennai district, Tamil Nadu) against the Pachaiyappa's Trust Board for their inaction on their career advancement scheme of the college faculty. [size=no report]",0,1652192380,IND
9204836,356,IND110010,110010,23 April 2022,2022,2,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Karnataka,Chikmagalur,Sringeri,Sringeri,13.4198,75.2567,2,The Hindu,National,"Around 23 April 2022 (as reported), few residents staged a protest at Manibail near Sringneri town (coded as Sringeri, Chikmagalur district, Karnataka) against the Forest Department claiming that their negligence caused an accident of a priest. [size=few]",0,1652192380,IND
9204875,356,IND110323,110323,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Punjab,Bathinda,Bathinda,Bathinda,30.2108,74.9452,1,Times of India,National,"On 23 April 2022, make-shift cart owners staged a protest, in Bathinda town (Bathinda district, Punjab), against the government's ban and fines on their carts and vends. [size=no report]",0,1652192380,IND
9204892,356,IND110342,110342,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,Times of India,National,"On 23 April 2022, locals staged a protest, in a slum in Chandigarh city, against a forced demolition drive by the Municipal Corporation. [size=no report]",0,1652192380,IND
9204894,356,IND110430,110430,23 April 2022,2022,1,Protests,Protest with intervention,Protesters (India),Labour Group (India),6,Police Forces of India (2014-),,1,16,South Asia,India,Chhattisgarh,Raipur,Raipur,Raipur,21.2333,81.6333,1,Times of India,National,"On 23 April 2022, striking contractual employees of the state electricity department staged protests and tried to 'gherao' (surround) government offices in Raipur city (Raipur, Chhattisgarh), over several long-standing demands, including salary hikes, accident insurance and permanent job postings. Police personnel dispersed the protesters using lathi-charge and arrested nearly 200 protesters. [size=no report]",0,1652192380,IND
9204906,356,IND110322,110322,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Punjab,Barnala,Barnala,Barnala,30.3745,75.5487,1,Times of India,National,"On 23 April 2022, make-shift cart owners staged a protest, in Barnala town (Barnala district, Punjab), against the government's ban and fines on their carts and vends. [size=no report]",0,1652192380,IND
9204910,356,IND110347,110347,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Punjab,Ludhiana,Ludhiana East,Ludhiana,30.912,75.8537,1,Times of India,National,"On 23 April 2022, members of the Public Action Committee staged a protest, in Ludhiana city (Ludhiana East, Ludhiana district, Punjab), against garbage disposal. [size=no report]",0,1652192380,IND
9204911,356,IND110282,110282,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Bajrang Dal; Hindu Group (India),6,,,0,60,South Asia,India,Uttar Pradesh,Kanpur Nagar,Kanpur,Kanpur,26.4652,80.3497,1,Times of India,National,"On 23 April 2022, scores of Bajrang Dal and Hindu groups staged a protest, in Kanpur city (Kanpur Nagar district, UP), against the notice demanding the removal of a temple built illegally. [size=scores]",0,1652192380,IND
9204917,356,IND109981,109981,23 April 2022,2022,1,Riots,Mob violence,Rioters (India),,5,Civilians (India),Labour Group (India),7,57,South Asia,India,Uttar Pradesh,Agra,Kheragarh,Saraindhi,26.9423,77.6822,1,Times of India,National,"On 23 April 2022, a mob of villagers attacked the Dakshinanchal Vidyut Vitran Nigam Limited power department team in Saraindhi village (Agra district, UP), when they arrived to disconnect power for defaulters who hadn't paid bills for months. 2 injured. [size=no report]",0,1652192380,IND
9204918,356,IND110324,110324,23 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,South Asia,India,Punjab,Mansa,Mansa,Mansa,29.988,75.4016,1,Times of India,National,"On 23 April 2022, make-shift cart owners staged a protest, in Mansa town (Mansa district, Punjab), against the government's ban and fines on their carts and vends. [size=no report]",0,1652192380,IND
9155545,356,IND109751,109751,22 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,South Asia,India,Jammu and Kashmir,Kathua,Kathua,Barwal,32.4472,75.4793,1,Amar Ujala,National,"On 22 April 2022, Jammu Climate Front (a local organization) along with women and children held a protest at Barwal city (Kathua district, J&K) over damage to environment due to industrialization. [size=no report]",0,1650988414,IND
9155552,356,IND109755,109755,22 April 2022,2022,1,Protests,Peaceful protest,Protesters (India),Labour Group (India); ABSMS: All India Sanitation Workers Union,6,,,0,60,South Asia,India,Jammu and Kashmir,Udhampur,Udhampur,Udhampur,32.9243,75.1357,1,Amar Ujala,National,"On 22 April 2022, sanitation workers under the banner of ABSMS held a protest during a sit-in at Udhampur city (J&K) to demand regularization, minimum wages and implementation of old pension scheme. [size=no report]",0,1650988414,IND
